biblio_id;judul_buku;kode_ddc;ddc_bersih;program_studi_ddc;program_studi_prediksi;confidence;multilabel_list
1762;Auditing : Suatu Pedoman Pemeriksaan Akuntansi Tahap Pendahuluan;657.45;657;Akuntansi;Akuntansi;100.0;Akuntansi
1763;Bagaimana menulis Resum yang efektif;302.2244;302;Umum;Umum;93.27;Umum
1765;Batuan dan mineral;552;552;Sains;Sains;88.07;Sains
1766;Belajar Word Star Release 4;001.642;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1767;Berbagai aspek ilmu komunikasi;302.2;302;Umum;Umum;83.32;Umum
1768;Berbagai ilmu komunikasi;302;302;Umum;Umum;99.73;Umum
1769;Berkenalan dengan teori kerelatifan umum einstein dan biografi Albert Einstein;530.11;530;Teknik Elektro;Teknik Elektro;87.64;Teknik Elektro
1771;Bioindustri penerapan teknologi permentasi;660.3;660;Teknik Mesin;Teknik Mesin;80.97;Teknik Mesin, Teknik Informatika & Komputer
1772;Brief calculus with applications;515.15;515;Matematika;Matematika;95.47;Matematika
1773;Build up your english reading skill;426;426;Umum;Umum;97.49;Umum
1776;Calculus and analytic geometry;515.64;515;Matematika;Matematika;100.0;Matematika
1777;Chemical Reactor Design;660.283;660;Teknik Mesin;Teknik Mesin;80.01;Teknik Mesin
1778;Complete Basic Programming;005.265;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1779;Computer In Battle: Will They Work;355.0028.5;355;Umum;Umum;75.95;Umum, Teknik Informatika & Komputer
1780;Computer Strategies for Chemistry Students;0066;6;Teknik Informatika & Komputer;Teknik Informatika & Komputer;80.41;Teknik Informatika & Komputer
1782;Computer-automated manufacturing;670.285;670;Teknik Mesin;Teknik Mesin;82.55;Teknik Mesin, Teknik Informatika & Komputer
1783;Crises in the caribean basin;330.9729;330;Administrasi Niaga;Administrasi Niaga;89.95;Administrasi Niaga
1784;Dasar-Dasar Akuntansi 2;657;657;Akuntansi;Akuntansi;100.0;Akuntansi
1785;Dasar-dasar manajemen 2;657;657;Akuntansi;Akuntansi;80.16;Akuntansi, Administrasi Niaga
1787;Dasar-dasar pengelolaan air limbah;628.4;628;Teknik Sipil;Teknik Sipil;86.63;Teknik Sipil
1788;Dasar-dasar Pengukuran Tanah;526.9;526;Sains;Sains;84.67;Sains
1789;Dictionary of English Phrasal Verbs Inggris-Indonesia;42399221;423;Umum;Umum;99.56;Umum
1791;Dictionary of English Phrasal Werbs Inggris-Indonesia;423.99221;423;Umum;Umum;100.0;Umum
1792;Digital Electronics : Logic and Systems;621.381;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
1793;Directory of Special Libraries and Information Sources in Indonesia 1985;006.00025;6;Teknik Informatika & Komputer;Teknik Informatika & Komputer;81.46;Teknik Informatika & Komputer, Umum
1794;Economics : Principles problems and policies;330;330;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1795;Education Computing: A Guide to Practical Application;005.1;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;83.32;Teknik Informatika & Komputer, Umum
1796;Ekonomi indonesia;330.09;330;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1797;Ekonomi mikro : Ringkasan teori dan soal jawab;339;339;Administrasi Niaga;Administrasi Niaga;95.06;Administrasi Niaga
1798;Ekonomi moneter buku II;338.9;338;Administrasi Niaga;Administrasi Niaga;86.1;Administrasi Niaga
1799;Ekonomi Pancasila : Gagasan dan Kemungkinan;330.598;330;Administrasi Niaga;Administrasi Niaga;90.15;Administrasi Niaga
1801;Ekonomi Pancasila : Gagasan dan pendukung;330.598;330;Administrasi Niaga;Administrasi Niaga;97.69;Administrasi Niaga
1803;Electronics : Circuits and Devices;621.381;621;Teknik Elektro;Teknik Elektro;97.22;Teknik Elektro
1804;Elektromagnetika Teknologi;62134;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
1805;Elektronika;621381;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
1806;Elektronika  : Teori dasar dan Penerapannya jilid 2;621.381;621;Teknik Elektro;Teknik Elektro;98.96;Teknik Elektro
1807;Entrepreneurship and New Venture Management : Readings and Cases;658.421;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1808;Ergonomics At Work;620.82;620;Teknik Mesin;Teknik Mesin;85.32;Teknik Mesin
1809;Etika komunikasi kantor;651.7;651;Administrasi Niaga;Administrasi Niaga;73.46;Administrasi Niaga, Umum
1810;Etiket kantor;651.3;651;Administrasi Niaga;Administrasi Niaga;78.55;Administrasi Niaga, Umum
1811;Financial Accounting;657;657;Akuntansi;Akuntansi;98.47;Akuntansi
1812;Financial Institutions Law;346.94082;346;Umum;Umum;97.65;Umum
1813;Gaya IBM : Mengenal Seluk-beluk Organisasi pemasaran dari perusahaan paling berhasil di dunia;658806;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1814;Geoteknik mekanika tanah : Penyelidikan lapangan dan laboratorium;63144;631;Umum;Teknik Sipil;83.13;Teknik Sipil, Umum
1815;Getting the most from Turbo Pascal;005.2;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;97.57;Teknik Informatika & Komputer
1816;Handbook of Infant Development;155.422;155;Umum;Umum;99.2;Umum
1817;Hidrologi teknik;551.48;551;Sains;Sains;94.92;Sains
1818;Houghton Mifflin Typewriting;652.3;652;Administrasi Niaga;Administrasi Niaga;95.43;Administrasi Niaga
1819;Imajinasi Pemasaran : Thedore Levitt;658.818;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1820;Instructor's guide for introduction to pascal and structured design;005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;87.19;Teknik Informatika & Komputer
1821;Interpreting Mr. Keynes : The IS-LM Enigma;330.156;330;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1822;Introduction to Microprocessors : Software, Hardware, Programming;0051;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1823;Introduction to optical electronics;62138;621;Teknik Elektro;Teknik Elektro;97.59;Teknik Elektro
1824;Kamus Matematika Inggris-Indonesia;510.03;510;Matematika;Matematika;81.94;Matematika, Umum
1825;Kapasitas dan Produksi Alat-Alat Berat;65815242;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1826;Kegiatan Perusahaan Multinasional;658.02;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1827;Kegiatan Perusahaan Multinasional : Problema politik,hukum dan ekonomi dalam pembangunan nasional;33888;338;Administrasi Niaga;Administrasi Niaga;71.77;Administrasi Niaga, Umum
1828;Kembali ke dasar Bisnis;658.02;658;Administrasi Niaga;Administrasi Niaga;87.04;Administrasi Niaga
1829;Keuangan negara dalam teori dan praktek;339.4;339;Administrasi Niaga;Akuntansi;55.21;Akuntansi, Administrasi Niaga
1830;Komunikasi Satelit;621.3825;621;Teknik Elektro;Teknik Elektro;92.46;Teknik Elektro
1831;Kredit pedesaan di Indonesia;332.7;332;Akuntansi;Akuntansi;97.31;Akuntansi
1832;Kunci Penyelesaian Milman Mikro-Elektronika : sistem Digital dan Rangkaian Analog untuk jilid 1 & 2;621.381;621;Teknik Elektro;Teknik Elektro;94.53;Teknik Elektro
1833;Kunci Penyelesaian Soal-Soal Mikro Elektronika : Sistem Digital dan Rangkaian Analog;621.381;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
1834;Kunci Penyelesaian Soal-soal Milman Mikro-Elektronika : Sistem Digital dan Rangkaian Analog untuk jilid 1 & 2;621.381;621;Teknik Elektro;Teknik Elektro;98.54;Teknik Elektro
1835;Kunci Sukses Keberhasilan Ekonomi;330;330;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1836;Labour Relations Training for Development;65831244;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1837;Leasing di Indonesia;333.5;333;Administrasi Niaga;Administrasi Niaga;82.86;Administrasi Niaga, Akuntansi
1839;Lembaga-Lembaga Keuangan dan Bank : Perkembangan, Teori dan Kebijakan;3321;332;Akuntansi;Akuntansi;92.58;Akuntansi
1840;Manajemen Barang Dalam Pemasaran;658.8;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1841;Manajemen Era Baru;658;658;Administrasi Niaga;Administrasi Niaga;99.72;Administrasi Niaga
1842;Manajemen era baru : beberapa pandangan mengenai budaya perusahaan modern;658;658;Administrasi Niaga;Administrasi Niaga;93.87;Administrasi Niaga
1843;Manajemen Keuangan : Teori dan Penerapan Keputusan Jangka Panjang;658.1;658;Administrasi Niaga;Administrasi Niaga;98.11;Administrasi Niaga
1844;Manusia Daya : Dulu, Sekarang, Masa depan;957.842;957;Umum;Umum;92.91;Umum
1845;Masalah Akuntansi;657;657;Akuntansi;Akuntansi;94.23;Akuntansi
1846;Matematika Ekonomi : Untuk Tingkat Persiapan Fakultas Ekonomi;330.0151;330;Administrasi Niaga;Administrasi Niaga;90.52;Administrasi Niaga
1847;Matematika Untuk Ekonomi dan Bisnis;330.0151;330;Administrasi Niaga;Administrasi Niaga;72.81;Administrasi Niaga, Matematika
1850;Matematika untuk Teknik : Program-Program dan Soal-Soal;510;510;Matematika;Matematika;96.4;Matematika
1851;Mekanika Tanah dalam Praktek Rekayasa;624.15136;624;Teknik Sipil;Teknik Sipil;97.75;Teknik Sipil
1852;Mekanika Zalir : Mekanika Fluida;532;532;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
1853;Membangun Ilmu Bangunan 2;690;690;Teknik Sipil;Teknik Sipil;98.47;Teknik Sipil
1854;Membangun Ilmu Bangunan3;690;690;Teknik Sipil;Teknik Sipil;100.0;Teknik Sipil
1855;Mesin perkakas bengkel;671.3;671;Teknik Mesin;Teknik Mesin;90.72;Teknik Mesin
1856;Microcomputer Applications Software : Wordperfect, dBaseIII Plus and Supercalca;00526;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1857;Microcomputing in Cobol : Structured Interactive Applications;00526;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;96.93;Teknik Informatika & Komputer
1858;Microsoft : GW-Basic Interpreter;005.133;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1859;Microsoft GW-Basic Interpreter;005.4;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1860;Mikroekonomi intermediate dan penerapannya;338.5;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1861;Modal Asing Beban Utang Luar Negeri dan Ekonomi Indonesia;3326;332;Akuntansi;Akuntansi;75.63;Akuntansi, Administrasi Niaga
1862;Modal asing, beban hutang luar negeri dan ekonomi Indonesia;332.6;332;Akuntansi;Akuntansi;94.06;Akuntansi
1863;Modern Power Devices;621.38;621;Teknik Elektro;Teknik Elektro;89.41;Teknik Elektro
1864;Motorcycles : Foundamentals, services, repair;629.287;629;Teknik Mesin;Teknik Mesin;100.0;Teknik Mesin
1865;New electronic pathways : Videotext, teletex, and online database;384.3;384;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1866;Operations Research : Model-Model Pengambilan Keputusan;0037;3;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1867;Our World's Heritage;140;140;Umum;Umum;94.18;Umum
1868;Oxford Elementary Learner's Dictionary of English;403;403;Umum;Umum;100.0;Umum
1869;Panduan Praktis Bahasa Assembly Seri 6800;005.136;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;92.0;Teknik Informatika & Komputer
1870;Panduan Reparasi Peralatan Audio;621.3897;621;Teknik Elektro;Teknik Elektro;96.6;Teknik Elektro
1871;Pedoman Elektronika 2;621.38;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
1872;Pedoman Elektronika I;621.381;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
1873;Pedoman pelaksanaan hubungan industrial pancasila (H.I.P) dengan petunjuk operasional;320.5;320;Umum;Umum;76.53;Umum, Administrasi Niaga
1874;Pedoman Perencanaan Ketahanan Gempa Untuk Rumah Dan Gedung;690;690;Teknik Sipil;Teknik Sipil;92.1;Teknik Sipil
1878;Pembentukan Perusahaan Industri;658;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1879;Pemrosesan sinyal digital : Prinsip, algoritma, dan aplikasi;511.8;511;Matematika;Matematika;83.6;Matematika, Teknik Elektro
1880;Penerapan Pola Berpikir Lateral;153.42;153;Umum;Umum;98.86;Umum
1881;Penerepan Termodinamika;536.7;536;Teknik Elektro;Teknik Elektro;90.59;Teknik Elektro
1882;Pengantar bisnis : Dasar-dasar ekonomi perusahaan;650;650;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1885;Pengantar ekonomi moneter;332.49;332;Akuntansi;Akuntansi;94.13;Akuntansi
1886;Pengantar Ekonomi Perusahaan : Aspek-Aspek, Manajemen Pembelanjaan, Manajemen Biaya & Produksi, Manajemen Pemasaran, Manajemen Personalia, Manajemen Perusahaan;658.15;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1887;Pengantar Operations Research;658.4034;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1888;Pengantar Operations Research : Sistem Manajemen, Organisasi dan Produksi;003;3;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1889;Pengantar Tentang Sistem Informasi Manajemen;658.40388;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1891;Pengendalian mutu Terpadu : TQC;658.562;658;Administrasi Niaga;Administrasi Niaga;95.7;Administrasi Niaga
1892;Pengerjaan Kayu Secara Masinal;6817678;681;Teknik Mesin;Teknik Mesin;91.65;Teknik Mesin
1893;Penguasaan VisiCalc;005.369;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1894;Pengukuran Mekanis;621.37;621;Teknik Elektro;Teknik Elektro;70.73;Teknik Elektro, Teknik Mesin
1898;Pengukuran Mekanis jilid 1;621.37;621;Teknik Elektro;Teknik Elektro;81.12;Teknik Elektro, Teknik Informatika & Komputer
1899;Perbaikan dan perawatan IBM PC;005.16;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;98.65;Teknik Informatika & Komputer
1900;Perencanaan dan penggambaran sistem perpipaan;621.867 2;621;Teknik Mesin;Teknik Mesin;87.93;Teknik Mesin
1901;Perhitungan Perencanaan Sederhana untuk beton Bertulang;693.55(083.3);693;Teknik Sipil;Teknik Sipil;100.0;Teknik Sipil
1903;Perjanjian Kerja;658.31;658;Administrasi Niaga;Administrasi Niaga;85.22;Administrasi Niaga
1904;Perjanjian pemborongan;658.732;658;Administrasi Niaga;Administrasi Niaga;86.89;Administrasi Niaga
1905;Personality : Strategies and Issues;155.2;155;Umum;Umum;93.11;Umum
1906;Perspektif bayangan;604.245;604;Teknik Mesin;Teknik Mesin;92.0;Teknik Mesin
1907;Perusahaan Trans Nasional;382;382;Administrasi Niaga;Administrasi Niaga;92.64;Administrasi Niaga
1908;Petunjuk dan cara Andersen Untuk Sympony;005.446;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;96.55;Teknik Informatika & Komputer
1909;Petunjuk teknis penyusunan skripsi;808.2;808;Umum;Umum;83.99;Umum
1910;Peubah kompleks untuk ilmuwan dan insinyur;515.9;515;Matematika;Matematika;91.69;Matematika
1911;Pompa dan kompresor : Pemilihanm, pemakaian dan pemeliharaan;621.866;621;Teknik Mesin;Teknik Mesin;94.1;Teknik Mesin
1912;Principles of Modern Radar;621.3848;621;Teknik Elektro;Teknik Elektro;80.6;Teknik Elektro
1913;Prinsip-prinsip konversi energi;333.791;333;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1914;Promosi Jabatan : Rahasia Karier yang sukses;658409;658;Administrasi Niaga;Administrasi Niaga;84.27;Administrasi Niaga, Umum
1915;Proyek Elektronika Alat Ukur;537.5;537;Teknik Elektro;Teknik Elektro;91.77;Teknik Elektro
1916;Psikologi : Ilmu keguruan bidang pengajaran SPG, KPG, SGP;150;150;Umum;Umum;100.0;Umum
1917;Quattro;005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1918;Quattro : Reference Guide;005.3;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;100.0;Teknik Informatika & Komputer
1919;Racquetball : The sport for everyone;796;796;Umum;Umum;96.28;Umum
1920;Source Print : Membentuk menganalisa,dan dokumentasi program secara Tersetruktur;005.302.876;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;96.31;Teknik Informatika & Komputer
1921;Security Analysis and Portfolio Management;3326;332;Akuntansi;Akuntansi;77.03;Akuntansi, Administrasi Niaga
1922;Sekretaris dan Tugas-Tugasnya;651;651;Administrasi Niaga;Administrasi Niaga;97.08;Administrasi Niaga
1924;Seni desain antara Teknologi : Konflik dan harmoni;745.4;745;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;98.07;Teknik Grafika & Penerbitan
1925;Seri pengetahuan tata bahasa Inggris : The mood;428.24;428;Umum;Umum;100.0;Umum
1926;Sistem dan Administrasi Penggajian untuk Perusahaan di Indonesia;65832;658;Administrasi Niaga;Administrasi Niaga;99.97;Administrasi Niaga
1927;Sistem Perbankan Modern : Perkembangan Seluk-Beluk Serta Mekanisme Operasional;332.1;332;Akuntansi;Akuntansi;100.0;Akuntansi
1928;Soal dan jawaban Akuntansi Biaya : Pengendalian Biaya dan Pengambilan Keputusan;657.42;657;Akuntansi;Akuntansi;99.47;Akuntansi
1929;Soal dan pembahasan ekonomi mikro;339;339;Administrasi Niaga;Administrasi Niaga;92.91;Administrasi Niaga
1930;Soal Jawab : Advanced Accounting;657046;657;Akuntansi;Akuntansi;96.48;Akuntansi
1931;Soal Jawab Teori Akuntansi;657.042;657;Akuntansi;Akuntansi;100.0;Akuntansi
1932;Soal-soal mekanika teknik;621092;621;Teknik Mesin;Teknik Mesin;80.69;Teknik Mesin
1933;Soal-soal Ujian Negara sarjana Bidang Ekonomi Akuntansi & Manajemen (sistem kredit semester);657;657;Akuntansi;Akuntansi;88.87;Akuntansi
1934;Sources of the western tradition;321.094;321;Umum;Umum;100.0;Umum
1935;Statistik jilid 1,2;519.5;519;Matematika;Matematika;94.73;Matematika
1936;Studi Kelayakan Proyek;658.401;658;Administrasi Niaga;Administrasi Niaga;96.67;Administrasi Niaga
1937;Study Guide to Accompany McConnell: Economics;334;334;Administrasi Niaga;Administrasi Niaga;85.52;Administrasi Niaga
1938;Sukses dalam Penjualan;658.85;658;Administrasi Niaga;Administrasi Niaga;98.37;Administrasi Niaga
1939;Tabel Profil Konstruksi Baja;691.7;691;Teknik Sipil;Teknik Sipil;100.0;Teknik Sipil
1942;Taktik Kiat dan Ilmu Sukses;658.401.2;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
1943;Tanya jawab kredit dokumenter;382.5;382;Administrasi Niaga;Administrasi Niaga;64.31;Administrasi Niaga, Akuntansi
1944;Technical Writing : A Reader Centered Approach;411;411;Umum;Umum;91.99;Umum
1945;Tegangan Bolak-Balik Arus Bolak-Balik;537.63;537;Teknik Elektro;Teknik Elektro;99.23;Teknik Elektro
1947;Teknik dan Strategi Memasarkan Jasa Profesional;658.8;658;Administrasi Niaga;Administrasi Niaga;98.58;Administrasi Niaga
1948;Teknik Digit 2 : Aplikasi rangkaian digit;621391;621;Teknik Elektro;Teknik Elektro;88.56;Teknik Elektro
1949;Teknik Instrumentasi;530.7;530;Teknik Elektro;Teknik Elektro;82.44;Teknik Elektro, Teknik Informatika & Komputer
1951;Teknik shoting video;778.59;778;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;89.58;Teknik Grafika & Penerbitan
1952;Tenis Meja : Pelajaran-perlengkapan-teknik-pelaksasanaan;796.346;796;Umum;Umum;98.4;Umum
1953;Teori dan aplikasi program komputer bahasa cobol  dengan 343 contoh program;005.133;5;Teknik Informatika & Komputer;Teknik Informatika & Komputer;92.92;Teknik Informatika & Komputer
1954;Teori Dan Konsep Manajemen;658;658;Administrasi Niaga;Administrasi Niaga;95.8;Administrasi Niaga
1955;Teori ekonomi dan kebijaksanaan pembangunan : kumpulan esei untuk menghormati Sumitro Djojohadikusuma;330.9;330;Administrasi Niaga;Administrasi Niaga;97.57;Administrasi Niaga
1956;Teori ekonomi dan kebijaksanaan pembangunan : Kumpulan esei untuk menghormati Sumitro Djojohadikusumo;330.1;330;Administrasi Niaga;Administrasi Niaga;99.16;Administrasi Niaga
1959;Teori swiching dan Disain digital;621.381;621;Teknik Elektro;Teknik Elektro;94.56;Teknik Elektro
1960;Teori Switching dan Disain Digital;621.382;621;Teknik Elektro;Teknik Elektro;100.0;Teknik Elektro
1961;Termodinamika teknik : Aplikasi dan termodinamika statistik;536.7;536;Teknik Elektro;Teknik Elektro;81.62;Teknik Elektro
1962;The fourth annual international conference of plasma chemistry and technology;660.044;660;Teknik Mesin;Teknik Mesin;81.26;Teknik Mesin, Teknik Sipil
